appid,name,developer,categories,genres,steamspy_tags
461590,The Way Of Love: Sub Zero,RSK Entertainment,Single-player,Violent;Adventure,Adventure;Violent;Point & Click
461600,Zipple World 2: The Sweet Chaos,Alternative Dreams Studios,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual
461620,Predynastic Egypt,Clarus Victoria,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Simulation;Indie
461640,Sins Of The Demon RPG,Chandler Rounsley,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie;RPG,Anime;RPG;RPGMaker
461650,It's Killing Time,Choice of Games,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie
461680,FPV Air Tracks,Flyleap Studios,Single-player;Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud,Free to Play;Indie;Racing;Simulation,Racing;Free to Play;Simulation
461690,Iron Impact,Vasiliy Kostin,Single-player;Steam Trading Cards,Action;Casual;Simulation;Strategy,Action;Casual;Strategy
461700,Seduce Me 2: The Demon War,Michaela Laws,Single-player;Steam Achievements;Captions available;Commentary available,Adventure;Casual;Indie;RPG;Simulation,Visual Novel;Nudity;Otome
461710,Tales Across Time,Critical Games,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG,RPG;Adventure;Indie
461720,Tank Blast,PowPow,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Early Access,Early Access;Action;Indie
461730,Blaite,Dosane Games,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie,Indie;Action;Casual
461750,Ghoul Kid,Specter Game Studios,Single-player;Partial Controller Support,Casual;Free to Play;Indie;Strategy,Free to Play;Strategy;Casual
461760,Reptilian Rebellion,Herrero Games,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Casual;Action;Indie
461780,Moonstone Tavern - A Fantasy Tavern Sim!,Trevor Jones;Trevor Jones,Single-player;Steam Trading Cards,Indie;RPG;Simulation,Indie;RPG;Simulation
461810,CAFE 0 ~The Sleeping Beast~,ROSEVERTE MYSTERY,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual
461820,Legionwood 1: Tale of the Two Swords,Dark Gaia Studios,Single-player;Full controller support;Steam Cloud,Casual;Free to Play;RPG,Free to Play;RPG;Casual
461830,Adventure Apes and the Mayan Mystery,ScaryPotato,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Metroidvania
461840,Zenge,Michal Pawlowski,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Puzzle;Casual
461850,Abrix the robot,EJRGames,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie;Strategy,Indie;Casual;Strategy
461860,Tower Dwellers,ECC GAMES SP. Z O.O.,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Strategy;Action;Indie
461880,Hyposphere,Atum Software,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,Indie;Casual;Platformer
461890,NORTH,Outlands,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Cyberpunk
461910,Forge of Gods (RPG),Panoramik Inc,Multi-player;MMO;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;RPG
461940,Plancon: Space Conflict,HeroCraft,Single-player;Steam Achievements;Steam Trading Cards,Action;RPG,Action;RPG;Space
461950,Beat Cop,Pixel Crow,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Simulation,Pixel Graphics;Indie;Adventure
461970,Skyreach,Rainbow Goats Studio,Single-player;Steam Achievements;Full controller support,Casual;Free to Play;Indie;Racing,Free to Play;Racing;Indie
461990,The Prison Game,MOS Games,Multi-player;Online Multi-Player,Violent;Action;Indie;Early Access,Early Access;Violent;Action
462000,Cyberpong,"COLOPL, Inc.",Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Leaderboards,Action;Casual;Sports,Sports;Action;Casual
462030,BitRay,Riviysky,Single-player;Steam Trading Cards,Casual;Indie,Casual;Indie;Puzzle
462070,IWO: Bloodbath in the Bonins,Guerilla Tea Games,Single-player;Steam Achievements;Steam Trading Cards,Strategy,Strategy
462100,Starr Mazer: DSP,Imagos Softworks;Pixeljam,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Early Access,Early Access;Indie;Action
462110,3 Coins At School,89AM Studio,Single-player;Multi-player;Steam Trading Cards,Casual;Indie;Simulation;Sports;Strategy,Casual;Indie;Strategy
462130,Momentum,Projectile Entertainment,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie,Indie;Physics
462200,Dungetris,EfimovMax,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie;RPG,RPG;Adventure;Indie
462220,Mahjong Deluxe 3,EnsenaSoft,Single-player;Steam Trading Cards,Casual,Casual;Puzzle
462240,Post Human W.A.R,Studio Chahut,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Indie;Turn-Based
462250,Boiling Bolt,Persistant Studios,Single-player;Multi-player;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up
462400,Slide Ride Arcade,ZeroBit Games,Single-player;Steam Trading Cards,Casual;Indie;Early Access,Early Access;Indie;Casual
462440,ROKH,Nvizzio Creations,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Trading Cards,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,Early Access;Survival;Sandbox
462480,Sweet Escape VR,"Reailty Smash, Inc.",Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Leaderboards,Action;Adventure;Casual;Indie;Massively Multiplayer;Racing;Simulation;Sports;Early Access,Early Access;VR;Multiplayer
462520,Super Kaiju,Directive Games Limited,Single-player;Online Multi-Player,Action,Action;VR
462530,8i - Make VR Human,8i,Single-player;Partial Controller Support,Adventure,Adventure;VR
462570,New Yankee in King Arthur's Court,Rionix,Single-player;Steam Trading Cards,Casual;Simulation;Strategy,Strategy;Casual;Simulation
462580,New Yankee in Santa's Service,Rionix,Single-player;Steam Trading Cards,Casual;Simulation;Strategy,Strategy;Casual;Simulation
462590,Taekwondo Grand Prix,Hello There Games,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Sports,Sports;Action;Multiplayer
462620,Pocket Kingdom,08 Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle
462630,RiftStar Raiders,Climax Studios,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Space
462640,Surf World Series,Climax Studios,Single-player;Multi-player,Sports,Sports
462670,VR-Xterminator,Since Idea Games,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual
462700,Cricket Captain 2016,Childish Things,Single-player;Online Multi-Player;Steam Achievements,Simulation;Sports,Sports;Simulation
462730,Townopolis,Lonely Troops,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,Casual;Indie;Simulation;Strategy,Simulation;Strategy;Indie
462770,Pyre,Supergiant Games,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Indie;RPG,Great Soundtrack;Story Rich;Indie
462780,Darksiders Warmastered Edition,KAIKO;Vigil Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG,Action;Adventure;Hack and Slash
462830,Airline Director 2 - Tycoon Game,Joona Vartiainen,Single-player;Shared/Split Screen;Steam Achievements;Steam Leaderboards,Indie;Simulation;Strategy,Indie;Strategy;Simulation
462860,Crawlers and Brawlers,"Ugly Beard Games, LLC",Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG,RPG;Indie;Action
462910,Poly Runner VR,"Lucid Sight, Inc.",Single-player;Full controller support,Casual;Indie,Indie;Casual;VR
462930,AdVenture Communist,Hyper Hippo Games,Single-player;In-App Purchases,Casual;Free to Play;Indie;Simulation;Strategy;Early Access,Early Access;Free to Play;Clicker
462940,Making History: The Second World War,Factus Games,Single-player;Multi-player;Steam Workshop;Includes level editor,Indie;Simulation;Strategy,Strategy;Simulation;World War II
462950,The East New World,TEN10 Games,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,Adventure;Action;RPG
462960,Caveman World: Mountains of Unga Boonga,GrabTheGames Studios,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Adventure;Casual;Indie,Casual;Indie;Adventure
462990,Tomoyo After ~It's a Wonderful Life~ English Edition,VisualArts/Key,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;RPG;Strategy,Visual Novel;Anime;RPG
463000,Hero Battle,Wang Liwen,Multi-player;Steam Trading Cards;Partial Controller Support,Action;Massively Multiplayer,Massively Multiplayer;Action
463010,One Way Flight,SiBear,Single-player;Steam Achievements,Casual,Casual;Indie;Hidden Object
463020,Wander No More,Zetsubou,Single-player;Full controller support,Free to Play;Indie;Simulation,Free to Play;Visual Novel;Indie
463030,Bottle,Tonguç Bodur,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual,Adventure;Walking Simulator;Casual
463040,Experience,Hipix Studio,Single-player;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual
463050,The Pit And The Pendulum,Paper Pirates;Sokolab,Single-player;Steam Trading Cards;Commentary available,Adventure;Casual;Indie,Adventure;Indie;Casual
463060,Clover Tale,FIVE-BN GAMES,Single-player;Steam Achievements;In-App Purchases;Steam Cloud,Adventure;Casual;Free to Play,Free to Play;Casual;Adventure
463070,Mecha Ritz: Steel Rondo,HEY,Single-player;Partial Controller Support,Action;Indie,Indie;Action;Shoot 'Em Up
463100,Liveza: Death of the Earth,Nikita Nefedov,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Platformer
463110,Farnham Fables,Ethrea Dreams,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual
463120,MOP Operation Cleanup,EnsenaSoft,Single-player,Action;Casual;Strategy,Action;Strategy;Casual
463150,BARRIER X,Noclip,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Difficult
463160,Super Dungeon Tactics,Underbite Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Strategy;Indie
463170,Jagged Alliance: Rage!,Cliffhanger Productions,Single-player;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;RPG;Simulation;Strategy,RPG;Strategy;Simulation
463180,Super Blue Fighter,Herrero Games,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action
463210,State of Anarchy,Lapovich,Single-player;Steam Trading Cards,Action;Casual;Indie;Simulation,Indie;Action;Casual
463220,Dungeon of Zolthan,Robert Alvarez,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure
463240,Magma Chamber,IndieKeep Games,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie;Strategy;Early Access,Early Access;Casual;Strategy
463250,One Tower,SkyReacher Entertainment,Multi-player;Online Multi-Player;In-App Purchases,Free to Play;Strategy;Early Access,Early Access;Free to Play;Strategy
463270,Ghost 1.0,@unepic_fran,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Metroidvania
463290,Kismet,Psyop,Single-player;Partial Controller Support,Casual;Indie,VR;Indie;Casual
463320,The Sea Eternal,Choice of Games,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG
463390,One Thousand Lies,Keinart Lobre,Single-player;Steam Achievements;Full controller support,Casual;Free to Play;Simulation,Free to Play;Visual Novel;Anime
463400,Spellbound,Wobbly Duck Studios,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure
463410,Panic Pump - Can you save them ALL?,Digilie Studio s.n.c.,Single-player;Steam Achievements;Steam Leaderboards;Includes level editor,Action;Adventure,Action;Adventure;Puzzle
463430,Ironguard,Aegon Games Ltd,Single-player;Full controller support,Action;Indie,Action;Indie;FPS
463440,Retool,"Hut 90, Inc.",Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Stats,Action;Indie;Strategy,Strategy;Action;Indie
463450,Bipolar Game,Jason Free,Single-player;Includes level editor,Casual;Indie,Indie;Casual
463460,"Resette's Prescription ~Book of memory, Swaying scale~",Liz-Arts,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Indie;Casual;Anime
463470,Lithium: Inmate 39,Canu Arts,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;Strategy,Indie;Strategy;Action
463480,A Shooty Bit,Gameland Arr En Dee,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up
463520,Pristine world,Lunisky studio,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Strategy,Indie;Casual;Strategy
463530,Empires of the Undergrowth,Slug Disco Studios,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation
463540,StreetCraft,Lambda;恶魔橘子,Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Action;Indie;Early Access,Early Access;Action;Indie
463550,Neon Space ULTRA,dobro_slon,Single-player;Full controller support;Steam Trading Cards,Action;Indie,Indie;Action;Shoot 'Em Up
463670,Runeyana,Blackturn Ltd,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;RPG,Action;Adventure;RPG
463700,Super Cloudbuilt,Coilworks;Double Eleven,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Parkour
463710,Puzzle Galaxies,Evermore Game Studios,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Puzzle
463760,The Beggar's Ride,Bad Seed,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual
463800,FreeHolder,RogueWare,Single-player,Indie;RPG;Simulation;Strategy;Early Access,Early Access;Strategy;RPG
463830,Izeriya,LigaGamesStudio,Single-player;Steam Achievements,Action;Adventure;Indie,Adventure;Action;Indie
463850,Muddy Heights® 2,"Rageborn Studio, LLC",Single-player,Casual,Casual;Funny;Singleplayer
463860,Shadows of Kurgansk,Yadon Studio,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG;Simulation,Survival;Simulation;Indie
463880,Beyond Magic,Falling Star Studio,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie
463920,Initia: Elemental Arena,Gentle Ghouls,Multi-player;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie
463930,The Dweller,Villainous  Games,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Indie;Strategy;Casual
463980,Solitairica,Righteous Hammer Games,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,Strategy;Indie;RPG
464000,Arcade Saga,2 Bears Studio,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards,Action;Casual;Sports,Action;Casual;Sports
464020,Super Puzzle Galaxy,2 Bears Studio,Single-player;Steam Achievements;Steam Workshop;Stats;Steam Leaderboards,Casual;Simulation;Strategy,Casual;Strategy;Simulation
464040,Log Drive Runner,Proud Camel Games,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual;Indie,Indie;Casual;Runner
464050,Heroes Must Die,Heroic Games,Single-player;Steam Achievements,RPG,RPG;Comedy;Story Rich
464060,RUINER,Reikon Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Cyberpunk;Action;Great Soundtrack
464070,Diorama Battle of NINJA　虚拟3D世界 忍者之战,"X-STREAM DIGITAL Co., Ltd.",Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual
464080,Kyoto Colorful Days,InterOne Inc.,Single-player;Steam Trading Cards,Adventure,Adventure;Visual Novel;Anime
464100,Codex of Victory,Ino-Co Plus,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Turn-Based;Indie
464110,Factotum 90,TACS Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Indie,Indie;Adventure;Puzzle
464150,Regalia: Of Men and Monarchs,Pixelated Milk,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Simulation;Strategy,RPG;Indie;Strategy
464230,Colours of Magic: Aqua Teeter,RunServer,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie,Casual;Indie;Puzzle
464240,Detective Hunt - Crownston City PD,pixepob,Single-player;Steam Achievements,Adventure;Indie;RPG,Adventure;Indie;RPG
464340,Syberia 3,Microids,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure,Adventure;Puzzle;Story Rich
464350,Screeps,Screeps,Single-player;Online Multi-Player;MMO;Steam Trading Cards;Steam Workshop;Stats;Steam Leaderboards,Indie;Massively Multiplayer;Strategy,Programming;Strategy;Massively Multiplayer
464360,3030 Deathwar Redux - A Space Odyssey,Bird in Sky,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud,Action;Adventure;Indie;Simulation,Space;Adventure;Indie
464380,Best of Us,Hosted Games,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie
464400,Bounce,Steel Wool Studios,Single-player,Casual,Casual;Puzzle;Indie
464440,Annie Amber,Pantumaca Barcelona;@CarlosGameDev,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,Casual;Adventure;Indie
464450,DoDonPachi Resurrection,"CAVE Interactive CO.,LTD.",Single-player;Local Multi-Player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Bullet Hell;Shoot 'Em Up;Action
464490,The Afterglow of Grisaia,Frontwing,Single-player;Steam Trading Cards;Steam Cloud,Nudity;Violent;Adventure;Casual,Nudity;Visual Novel;Anime
464500,The Melody of Grisaia,Frontwing,Single-player;Steam Trading Cards;Steam Cloud,Violent;Adventure;Casual,Visual Novel;Casual;Anime
464530,猫肉「Cat Meat」,2D Heroes;Ursa Games,Single-player,Casual;Indie,Indie;Casual;Platformer
464540,Colosse,Colosse Team,Single-player;Full controller support,Adventure,Adventure;VR
464610,Led It Rain,Ataverti,Single-player;Steam Leaderboards,Action;Indie;Racing,Racing;Action;Indie
464620,Siralim 2,Thylacine Studios,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;Pixel Graphics
464630,Secret Of The Royal Throne,Apar Games,Single-player;Steam Trading Cards,Casual,Casual;Hidden Object
464650,Runbow,13AM Games,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;Racing,Casual;Indie;Action
464670,Empty Soul - S&S Edition,ClorithStudio,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;RPG,Action;RPG;Indie
464690,Vroomist,Syrena Interactive,Single-player;Multi-player,Indie;Simulation;Early Access,Early Access;Simulation;Indie
464700,Maui,Kokua Games,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Survival
464740,Monsters and Medicine,Clockwork Acorn,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle
464760,Bibou,André Bertaglia,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Adventure;Platformer
464780,ChuSingura46+1 S,インレ;Inre,Single-player,Adventure;Free to Play,Nudity;Free to Play;Anime
464800,Twisted Worlds,Absolutist Ltd.,Single-player;Steam Trading Cards;In-App Purchases,Adventure;Casual;Free to Play,Free to Play;Casual;Adventure
464850,Don Bradman Cricket 17,Big Ant Studios,Single-player;Multi-player;Online Multi-Player;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Simulation;Sports,Sports;Simulation
464880,Stars in Shadow,Ashdar Games,Single-player,Indie;Strategy,4X;Strategy;Turn-Based Strategy
464900,Pitfall Planet,Bonfire Games,Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie,Casual;Adventure;Indie
464920,Surviving Mars,Haemimont Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Strategy;City Builder;Survival
464940,Sketchfab VR,Sketchfab,Single-player,Adventure,Adventure;VR
464950,Sumer,Studio Wumpus,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support;Captions available,Indie;Strategy;Early Access,Early Access;Indie;Strategy
464960,Hiiro,Jon Tiburzi;Ben Harvey;Philip Gibbons;Marc Cuva,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Casual;Indie
465000,Event Horizon,Pavel Zinchenko,Single-player;Partial Controller Support,Action;Indie;RPG,Action;Indie;RPG
465010,Quantized,Chris Mahoney;Kenny Bier,Single-player;Steam Achievements,Casual;Indie;Simulation,Indie;Casual;Simulation
465020,Sector Six,Aivaras Klimas,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Indie;Shoot 'Em Up;2D
465050,Grey Phobia,Blackturn Ltd,Single-player;Steam Cloud,Action;Indie;Early Access,Early Access;Action;Indie
465060,EXZEAL,TRIANGLE SERVICE,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Shoot 'Em Up;Arcade
465070,TRIZEAL Remix,TRIANGLE SERVICE,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Shoot 'Em Up;Bullet Hell
465090,Don Bradman Cricket 17 Demo,Big Ant Studios,Single-player;Full controller support,Simulation;Sports,Simulation;Sports
465130,Wicce,Alpheratz*,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;2D
465150,Mars Odyssey,Steel Wool Studios,Single-player,Simulation,Simulation;Mars;VR
465170,Crime Secrets: Crimson Lily,One More Level,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual
465180,One Day in London,Owl Studio,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Visual Novel;Indie;Adventure
465190,Nutlope,UltraShock Gaming LLC;Killbox Graphics,Single-player,Action;Adventure;Indie,Action;Indie;Adventure
465200,Fury Unleashed,Awesome Games Studio,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG;Early Access,Early Access;Rogue-like;Shooter
465240,Serious Sam VR: The Last Hope,Croteam VR,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;SteamVR Collectibles,Action;Indie,Action;VR;Indie
465280,Yesterday Origins,Pendulo Studios,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure,Adventure;Point & Click;Mystery
465310,Ricerca VR,"The Family, LLC;Yo-Yo Lin;William Paul Cowan Jr.;Mike Murdock;Neilson K-S",Single-player,Indie,Indie;Animation & Modeling;Cinematic
465360,Uprising: Join or Die,Cyclone Studios,Single-player;Multi-player;Steam Trading Cards,Action;Strategy,Action;Strategy;Classic
465430,Vertigo,Zach Tsiakalis-Brown;George Eracleous;Errol Bucy,Single-player,Action;Adventure;Indie,Action;Indie;Adventure
465440,Aplowcalypse,Biodrone Studios,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Free to Play;Indie,Free to Play;Action;Indie
465450,iOMoon,Headtrip Games llc,Single-player;Full controller support,Action;Adventure;Indie;Simulation;Early Access,Early Access;Adventure;Action
465490,Stellar Tactics,Maverick Games,Single-player;Steam Cloud,Adventure;Indie;RPG;Strategy;Early Access,Early Access;RPG;Turn-Based Combat
465510,Sinful Eden,Dualhaze,Single-player;Steam Trading Cards,Casual;Indie;RPG,Nudity;Mature;Dating Sim
465520,PRICE,YETU GAME,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Puzzle;Free to Play;Anime
465540,Adventure World,Alibi,Single-player;Steam Trading Cards,Action;RPG,Action;RPG;Anime
465650,Out of the Park Baseball 18,Out of the Park Developments,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Indie;Simulation;Sports;Strategy,Baseball;Sports;Strategy
465660,Franchise Hockey Manager 3,Out of the Park Developments,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Indie;Simulation;Sports;Strategy,Sports;Strategy;Simulation
465670,Project G,Nebula Interactive,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie,Indie;Shoot 'Em Up;Side Scroller
465710,Heroes Tactics,Camex Games,Single-player;Multi-player;Online Multi-Player;Online Co-op;In-App Purchases,Action;Adventure;Free to Play;Indie;RPG;Strategy,Strategy;Free to Play;RPG
465720,Demon Hunter 2: New Chapter,Brave Giant LTD,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Hidden Object
465750,Tank Battle: North Africa,HexWar Games,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Hex Grid;World War II
465760,Scrap Garden,Egidijus Bachur;Alexey Davydov,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure
