appid,name,developer,categories,genres,steamspy_tags
8970,Axel & Pixel,Silver Wish Games,Single-player;Steam Achievements,Indie,Indie;Point & Click
9000,Spear of Destiny,id Software,Single-player;Steam Cloud,Action,Action;FPS;Classic
9010,Return to Castle Wolfenstein,Gray Matter Studios,Single-player;Multi-player;Steam Cloud,Action,FPS;Action;Classic
9030,QUAKE Mission Pack 2: Dissolution of Eternity,Rogue Entertainment,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Shooter
9040,QUAKE Mission Pack 1: Scourge of Armagon,Ritual Entertainment,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Shooter
9050,DOOM 3,id Software,Single-player;Multi-player;Steam Cloud,Action,Horror;FPS;Action
9060,HeXen II,Raven Software,Single-player;Multi-player;Co-op;Steam Cloud,Action,Action;FPS;Classic
9160,Master Levels for Doom II,id Software,Single-player;Steam Cloud,Action,Action;FPS;Classic
9180,Commander Keen,id Software,Single-player;Steam Cloud,Action,Platformer;Classic;Action
9200,RAGE,id Software,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support,Action,FPS;Post-apocalyptic;Action
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",Relic Entertainment,Single-player;Multi-player,Strategy,Strategy;Warhammer 40K;RTS
9340,Company of Heroes: Opposing Fronts,Relic Entertainment,Single-player;Multi-player;Steam Cloud,Action;Strategy,Strategy;RTS;Action
9350,Supreme Commander,Gas Powered Games,Single-player;Multi-player,Strategy,Strategy;RTS;Sci-fi
9420,Supreme Commander: Forged Alliance,Gas Powered Games,Single-player;Multi-player,Strategy,Strategy;RTS;Sci-fi
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",Relic Entertainment,Single-player;Multi-player;Steam Cloud,Strategy,Warhammer 40K;Strategy;RTS
9460,Frontlines™: Fuel of War™,Kaos Studios,Single-player;Co-op;Steam Cloud,Action,Action;FPS;Shooter
9480,Saints Row 2,Volition,Single-player;Steam Cloud,Action,Open World;Action;Character Customization
9500,Gish,Cryptic Sea,Single-player;Multi-player,Indie,Indie;Platformer;Physics
9710,Desperados 2: Cooper's Revenge,Spellbound,Single-player,Action,Action;Western;Strategy
9760,Act of War: High Treason,Eugen Systems,Single-player;Multi-player,Action,Action;Strategy;RTS
9800,Death to Spies,Haggard Games,Single-player;Steam Cloud,Action;Adventure,Stealth;Action;Adventure
9850,Codename: Panzers - Cold War,InnoGlow;Stormregion;THQ Nordic,Single-player;Multi-player;Co-op,Simulation;Strategy,Strategy;Simulation;RTS
9880,Champions Online,Cryptic Studios,Multi-player;MMO;Co-op;Steam Achievements,Free to Play;Massively Multiplayer;RPG,Free to Play;Superhero;Massively Multiplayer
9900,Star Trek Online,Cryptic Studios,Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;Sci-fi;Space
9940,Blade Kitten,Krome Studios,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Anime;Platformer;Female Protagonist
9960,Haunted House™,ImagineEngline,Single-player;Partial Controller Support,Adventure,Adventure
9970,Star Raiders,Incinerator Studios,Single-player;Partial Controller Support,Action,Action;Space
9980,The UnderGarden,Artech Studios,Single-player,Casual,Casual;Puzzle;Relaxing
10090,Call of Duty: World at War,Treyarch,Single-player;Multi-player;Co-op,Action,Zombies;World War II;FPS
10100,King's Quest™ Collection,Sierra,Single-player,Adventure,Adventure;Point & Click;Classic
10110,Space Quest™ Collection,Sierra,Single-player,Adventure,Adventure;Point & Click;Classic
10120,Aces of the Galaxy™,Artech Studios,Single-player,Action;Casual,Action;Casual;Space
10130,TimeShift™,Saber Interactive,Single-player;Multi-player,Action,Action;FPS;Time Manipulation
10140,3D Ultra™ Minigolf Adventures,Wanako Games,Single-player,Sports,Sports;Mini Golf;Golf
10150,Prototype™,Radical Entertainment,Single-player,Action;Adventure,Action;Open World;Adventure
10180,Call of Duty®: Modern Warfare® 2,Infinity Ward;Aspyr (Mac),Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer
10220,Postal III,Trashmasters,Single-player;Steam Achievements,Action,Action;Dark Humor;Gore
10230,Dead Mountaineer's Hotel,Electronic Paradise,Single-player,Adventure,Adventure;Point & Click
10240,A Stroke of Fate: Operation Valkyrie,SPLine,Single-player,Adventure,Adventure;Point & Click
10250,PT Boats: Knights of the Sea,Studio4,Single-player;Multi-player,Simulation,Simulation;Naval
10260,PT Boats: South Gambit,studio4,Single-player;Multi-player,Simulation,Simulation;Naval
10270,Disciples III: Reincarnation,Akella,Single-player;Multi-player,RPG;Strategy,RPG;Turn-Based Strategy;Strategy
10460,The Club™,Bizarre Creations,Single-player;Multi-player;Partial Controller Support,Action,Action;Third-Person Shooter;Arcade
10500,Total War: EMPIRE – Definitive Edition,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats,Strategy,Strategy;Historical;Military
10680,Aliens vs. Predator™,Rebellion,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action,Action;FPS;Aliens
11020,TrackMania Nations Forever,Nadeo,Single-player;Multi-player;Includes level editor,Racing,Racing;Free to Play;Multiplayer
11040,Sherlock Holmes - Nemesis,Frogwares,Single-player,Adventure;RPG,Adventure;Detective;Point & Click
11050,Dracula Origin,Frogwares,Single-player,Adventure,Adventure;Point & Click;Vampire
11130,Sherlock Holmes: The Mystery of the Mummy,Frogwares,Single-player,Adventure,Adventure;Point & Click;Detective
11140,Sherlock Holmes: The Awakened - Remastered Edition,Frogwares,Single-player,Adventure,Adventure;Point & Click;Lovecraftian
11150,Sherlock Holmes: The Silver Earring,Frogwares,Single-player,Adventure,Adventure;Point & Click;Detective
11190,Sherlock Holmes versus Jack the Ripper,Frogwares,Single-player,Adventure;RPG,Adventure;Point & Click;Detective
11200,Shadowgrounds Survivor,Frozenbyte,Single-player;Shared/Split Screen;Steam Trading Cards;Includes level editor,Action,Action;Sci-fi;Isometric
11230,Gumboy Tournament,"CINEMAX, s.r.o.",Single-player;Multi-player,Casual;Indie;Racing,Indie;Casual;Racing
11240,Space Trader: Merchant Marine,Meridian4,Single-player;Multi-player;Co-op;Steam Achievements,Action;Indie;Strategy,Action;Space;FPS
11250,Pacific Storm,Buka Entertainment;Lesta Studio,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Strategy;Simulation;World War II
11260,Pacific Storm Allies,Lesta Studio,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;World War II
11280,Penguins Arena: Sedna's World,Frogames,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,Action;Casual;Indie,Action;Casual;Indie
11330,Obulis,IonFX,Single-player;Steam Achievements,Casual;Indie,Puzzle;Casual;Indie
11340,Larva Mortus,Meridian4,Single-player;Steam Achievements,Action;Indie,Action;Indie;Top-Down
11360,Chains,2DEngine.com,Single-player,Indie,Indie;Puzzle;Physics
11450,Overlord™,Triumph Studios;Virtual Programming,Single-player;Partial Controller Support,RPG,RPG;Villain Protagonist;Third Person
11480,Soldiers: Heroes of World War II,Best Way,Single-player;Multi-player;Co-op,Strategy,Strategy;World War II;RTS
11560,Maelstrom: The Battle for Earth Begins,KDV Games,Single-player,Strategy,Strategy;RTS
11590,Hospital Tycoon,Deep Red Limited,Single-player,Simulation,Simulation;Management;Singleplayer
12100,Grand Theft Auto III,Rockstar Games,Single-player;Partial Controller Support,Action,Open World;Action;Classic
12110,Grand Theft Auto: Vice City,Rockstar Games,Single-player;Partial Controller Support,Action,Open World;Action;1980s
12120,Grand Theft Auto: San Andreas,Rockstar Games,Single-player,Action,Open World;Action;Multiplayer
12130,Manhunt,Rockstar North,Single-player,Action,Gore;Violent;Stealth
12140,Max Payne,Remedy Entertainment,Single-player,Action,Noir;Action;Classic
12150,Max Payne 2: The Fall of Max Payne,Remedy Entertainment,Single-player,Action,Noir;Action;Third-Person Shooter
12170,Grand Theft Auto,Rockstar North,Single-player,Action,Action;Classic;Open World
12180,Grand Theft Auto 2,Rockstar North,Single-player,Action,Action;Classic;Open World
12200,Bully: Scholarship Edition,Rockstar New England,Single-player;Partial Controller Support,Action;Adventure,Open World;Action;Adventure
12210,Grand Theft Auto IV,Rockstar North;Rockstar Toronto,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Open World;Action;Bowling
12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,Single-player;Multi-player,Action,Open World;Action;Multiplayer
12310,Culpa Innata,Momentum Digital Media Technologies,Single-player,RPG;Casual;Adventure,Adventure;RPG;Sci-fi
12320,Sacred Gold,Ascaron Entertainment ltd.,Single-player,Action;RPG,RPG;Action;Hack and Slash
12330,Darkstar One,Ascaron Entertainment ltd.,Single-player,Action,Action;Space;Sci-fi
12340,Jack Keane,Deck13,Single-player;Steam Trading Cards,Adventure,Adventure;Point & Click;Comedy
12360,FlatOut: Ultimate Carnage,Bugbear Entertainment,Single-player;Multi-player,Racing,Racing;Destruction;Multiplayer
12390,Exodus from the Earth ,Parallax Arts Studio,Single-player;Multi-player;Partial Controller Support,Action,Action;FPS;Shooter
12420,Perimeter 2: New Earth,KDV Games,Single-player;Multi-player,Strategy,Strategy;RTS
12430,SlamIt Pinball Big Score,Technetium Games,Single-player,Casual,Casual;Pinball
12440,Ankh 2: Heart of Osiris ,Deck 13,Single-player,Adventure,Adventure;Point & Click;Comedy
12450,Ankh 3: Battle of the Gods,Deck 13,Single-player,Adventure,Adventure;Point & Click
12460,BC Kings,Mascot Entertainment,Single-player;Multi-player,Strategy,Strategy;RTS
12470,Port Royale 2,Ascaron Entertainment ltd.,Single-player,Strategy,Strategy;Trading;Pirates
12480,9th Company: Roots Of Terror,Noviy Disk;Lesta Studios Inc,Single-player,Strategy,Strategy;RTS;Military
12500,PuzzleQuest: Challenge of the Warlords,Infinite Interactive,Single-player;Multi-player;Steam Cloud,Casual,Puzzle;Match 3;Casual
12510,Prison Tycoon 3™: Lockdown,Gamebryo;Virtual Playground,Single-player,Strategy,Strategy;Simulation
12520,18 Wheels of Steel: American Long Haul,SCS Software,Single-player,Racing,Simulation;Racing;Driving
12530,Hunting Unlimited™ 2008,SCS Software,Single-player,Action;Adventure;Strategy,Action;Strategy;Adventure
12540,Mahjongg Investigations: Under Suspicion,Zemnott,Single-player,Casual,Casual;Puzzle
12560,Ride! Carnival Tycoon,Gabriel Entertainment,Single-player,Simulation,Simulation;Management
12590,Sprint Cars Road to Knoxville,BigAnt Studios,Single-player;Multi-player,Racing,Racing
12600,Midnight Outlaw: 6 Hours to SunUp,Merscom;Babylon,Single-player,Racing,Racing
12640,Drakensang,Radon Labs,Single-player,RPG,RPG;Fantasy;Party-Based RPG
12670,Mission Runway,Virtual Playground,Single-player,Simulation,Simulation;Casual
12710,Overlord™: Raising Hell,Triumph Studios;Virtual Programming,Single-player;Partial Controller Support,RPG,RPG;Action;Villain Protagonist
12770,Rise of the Argonauts,Liquid Entertainment,Single-player;Full controller support,RPG,RPG;Action;Adventure
12790,Damnation,Blue Omega Entertainment,Single-player;Multi-player;Co-op,Action;Adventure,Action;Adventure;Steampunk
12810,Overlord II,Triumph Studios;Virtual Programming,Single-player,RPG,RPG;Villain Protagonist;Fantasy
12830,Operation Flashpoint: Dragon Rising,Codemasters Studios,Single-player;Partial Controller Support,Action,Action;FPS;Tactical
13000,Ninja Reflex: Steamworks Edition,Sanzaru Games,Single-player;Multi-player;Steam Achievements,Casual;Indie,Indie;Casual;Ninja
13140,America's Army 3,U.S. Army,Single-player;Multi-player;Steam Achievements;Steam Cloud,Action,Action;Free to Play;FPS
13200,Unreal 2: The Awakening,"Epic Games, Inc.",Single-player,Action,Action;FPS;Sci-fi
13210,Unreal Tournament 3 Black,"Epic Games, Inc.",Single-player;Multi-player;Co-op;Steam Achievements,Action,FPS;Action;Multiplayer
13230,Unreal Tournament 2004: Editor's Choice Edition,"Epic Games, Inc.",Single-player;Multi-player;Steam Trading Cards,Action,FPS;Arena Shooter;Action
13240,Unreal Tournament: Game of the Year Edition,"Epic Games, Inc.",Single-player;Multi-player,Action,Classic;FPS;Action
13250,Unreal Gold,"Epic Games, Inc.",Single-player;Multi-player,Action,Classic;FPS;Action
13500,Prince of Persia: Warrior Within™,Ubisoft,Single-player,Action;Adventure,Action;Adventure;Parkour
13520,Far Cry®,Crytek Studios,Single-player,Action,FPS;Action;Classic
13530,Prince of Persia: The Two Thrones™,Ubisoft Montreal,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer
13540,Tom Clancy's Rainbow Six® Vegas,Ubisoft Montreal,Single-player;Multi-player,Action,Action;FPS;Tactical
13560,Tom Clancy's Splinter Cell®,Ubisoft,Single-player,Action,Stealth;Action;Third Person
13570,Tom Clancy's Splinter Cell Chaos Theory®,Ubisoft Montreal,Single-player,Action,Stealth;Action;Third Person
13580,Tom Clancy's Splinter Cell Double Agent®,Ubisoft Montreal,Single-player,Action,Stealth;Action;Third Person
13600,Prince of Persia®: The Sands of Time,Kudosoft,Single-player,Action;Adventure,Action;Adventure;Parkour
13620,Tom Clancy's Ghost Recon® Desert Siege™,Red Storm Entertainment,Single-player;Multi-player,Action,Action;FPS;Tactical
15000,Tom Clancy's Rainbow Six Lockdown™,Red Storm Entertainment,Single-player;Multi-player,Action,Action;FPS;Tactical
15080,Rayman Raving Rabbids™,Ubisoft Bulgaria;Ubisoft Montpellier,Single-player,Action;Adventure,Adventure;Action;Psychological Horror
15100,Assassin's Creed™: Director's Cut Edition,Ubisoft Montreal,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Open World
15120,Tom Clancy's Rainbow Six® Vegas 2,Ubisoft Montreal,Single-player;Multi-player;Co-op,Action,Action;Tactical;FPS
15130,Beyond Good and Evil™,Ubisoft,Single-player,Action;Adventure,Adventure;Female Protagonist;Action
15160,Petz® Horsez® 2,Ubisoft,Single-player,Simulation,Simulation;Horses;Family Friendly
15170,Heroes of Might & Magic V,Nival,Single-player,Strategy,Strategy;Turn-Based Strategy;Fantasy
15190,Brothers in Arms: Road to Hill 30™,Gearbox Software,Single-player,Action,Action;FPS;World War II
15200,Silent Hunter®: Wolves of the Pacific,Ubisoft Romania,Single-player;Multi-player,Simulation,Simulation;Submarine;World War II
15210,Silent Hunter® III,Ubisoft,Single-player;Multi-player;Co-op,Simulation,Simulation;Naval;World War II
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,Ubisoft Romania,Single-player;Multi-player,Simulation,Simulation;Submarine;World War II
15270,Cold Fear™,Darkworks,Single-player,Action,Horror;Action;Survival Horror
15300,Tom Clancy's Ghost Recon®,Red Storm Entertainment,Single-player;Co-op,Action,Tactical;FPS;Action
15320,IL-2 Sturmovik: 1946,1C: Maddox Games,Single-player;Multi-player;Steam Cloud;Includes level editor,Simulation,Simulation;Flight;World War II
15370,Heroes of Might & Magic V: Tribes of the East,Nival,Single-player,Strategy,Strategy;Turn-Based Strategy;Turn-Based
15380,Heroes of Might & Magic V: Hammers of Fate,Nival,Single-player,Strategy,Strategy;Turn-Based Strategy;Turn-Based
15390,Brothers in Arms: Hell's Highway™,Gearbox Software,Single-player,Action,Action;World War II;FPS
15400,Harvest: Massive Encounter,Oxeye Game Studio,Single-player;Steam Achievements,Strategy;Indie,Strategy;Indie;Tower Defense
15500,The Wonderful End of the World,"Dejobaan Games, LLC",Single-player;Steam Achievements;Partial Controller Support,Indie;Casual,Indie;Casual;Action
15520,AaAaAA!!! - A Reckless Disregard for Gravity,"Dejobaan Games, LLC",Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Sports,Action;Indie;First-Person
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,"Dejobaan Games, LLC;Owlchemy Labs",Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Sports,Indie;Action;First-Person
15620,"Warhammer 40,000: Dawn of War II",Relic Entertainment;Feral Interactive (Mac/Linux),Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Warhammer 40K;RTS
15700,Oddworld: Abe's Oddysee®,Oddworld Inhabitants,Single-player;Steam Trading Cards,Adventure,Adventure;Platformer;Classic
15710,Oddworld: Abe's Exoddus®,Oddworld Inhabitants,Single-player,Adventure,Adventure;Platformer;2D
15740,Oddworld: Munch's Oddysee,Oddworld Inhabitants,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Strategy,Adventure;Action;Strategy
15750,Oddworld: Stranger's Wrath HD,Oddworld Inhabitants,Single-player;Steam Achievements,Action;Adventure;Strategy,Adventure;Action;Singleplayer
15800,Planet Busters,Slam,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual,Indie;Casual
15900,7 Wonders II,MumboJumbo,Single-player,Casual,Casual;Puzzle;Match 3
15910,Luxor Amun Rising,MumboJumbo,Single-player,Casual,Casual
15920,Luxor 2,MumboJumbo,Single-player,Casual,Casual
